tweet,tweet_clean,label
"dunia,beradaptasi,virus,covid,menerapkan,protokol,new,normal,pemerintah,menyusun,panduan,new,normal,diterapkan,tergantung,memenuhi,syarat,syarat,bersiapmenujunewnormal","dunia,beradaptasi,virus,covid,menerapkan,protokol,new,normal,pemerintah,menyusun,panduan,new,normal,diterapkan,tergantung,memenuhi,syarat,syarat,bersiapmenujunewnormal",positive
"pemerintah,bersanda,gurau,covid,pertengahan,perang,usaha,minimal,menganjurkan,berdamai,diam,diam,berharap,herd,immunity,pemerintah,dihadapkan,suka,menggemaskan,ya","pemerintah,bersanda,gurau,covid,pertengahan,perang,usaha,minimal,menganjurkan,berdamai,diam,diam,berharap,herd,immunity,pemerintah,dihadapkan,suka,menggemaskan,ya",negative
"new,normal,terbaru,pemerintah,mencoba,lepas,tangan,covid,salah,mengembalikan,kepercayaan,rakyat","new,normal,terbaru,pemerintah,mencoba,lepas,tangan,covid,salah,mengembalikan,kepercayaan,rakyat",positive
"amien,diinformasikan,pemerintah,penerapan,new,normal,pandemi,covid,berbeda,arti,standar,norma,norma,rujukan,penerapan,new,normal","amien,diinformasikan,pemerintah,penerapan,new,normal,pandemi,covid,berbeda,arti,standar,norma,norma,rujukan,penerapan,new,normal",positive
"amien,memahami,maksud,pemerintah,menerapkan,new,normal,pandemi,mengartikan,maksud,pemerintah,mekanisme,kerja,pegawai,negeri,darurat,kesehatan,akibat,covid","amien,memahami,maksud,pemerintah,menerapkan,new,normal,pandemi,mengartikan,maksud,pemerintah,mekanisme,kerja,pegawai,negeri,darurat,kesehatan,akibat,covid",positive
"semoga,covid,cepat,reda,perekonomian,normal,pekerja,aktive,energi,pemerintah,pikir,kegiatan,lainya,infoungaran,palang,merah,indonesia,kabsemarang,ganjarpranowo,munjirin,gunawanwibi","semoga,covid,cepat,reda,perekonomian,normal,pekerja,aktive,energi,pemerintah,pikir,kegiatan,lainya,infoungaran,palang,merah,indonesia,kabsemarang,ganjarpranowo,munjirin,gunawanwibi",positive
"usul,jenuh,kamar,indekos,hiburan,kadangpantengin,konten,step,nya,panji,bro,panji,bikin,konten,materi,psbb,covid,new,normal,singgung,kebijakan,pemerintah,suka,berubah,ubah,sumpah,tertawa","usul,jenuh,kamar,indekos,hiburan,kadangpantengin,konten,step,nya,panji,bro,panji,bikin,konten,materi,psbb,covid,new,normal,singgung,kebijakan,pemerintah,suka,berubah,ubah,sumpah,tertawa",positive
"harapan,pemerintah,daerah,wilayahnya,terdampak,covid,produktif,aman,normal,new,normal,bersiapmenujunewnormal","harapan,pemerintah,daerah,wilayahnya,terdampak,covid,produktif,aman,normal,new,normal,bersiapmenujunewnormal",positive
"konsep,new,normal,diterapkan,pemerintah,pandemi,covid","konsep,new,normal,diterapkan,pemerintah,pandemi,covid",positive
"raya,kesenangan,orang,kena,covid,masuk,desa,situ,kena,senang,senang,disalahkan,pemerintah,aparat,ohgod,country,sok,funny","raya,kesenangan,orang,kena,covid,masuk,desa,situ,kena,senang,senang,disalahkan,pemerintah,aparat,ohgod,country,sok,funny",positive
"lini,jalanan,sepi,jalan,kampung,lockdown,closed,door,menerima,tamu,tetangga,minggu,pemerintah,kemarin,kemarin,covid,menyebar,merajalela,selesai,kemarin,kemarin,covid","lini,jalanan,sepi,jalan,kampung,lockdown,closed,door,menerima,tamu,tetangga,minggu,pemerintah,kemarin,kemarin,covid,menyebar,merajalela,selesai,kemarin,kemarin,covid",negative
"dunia,beradaptasi,virus,covid,menerapkan,protokol,new,normal,pemerintah,menyusun,panduan,new,normal,diterapkan,tergantung,bersiapmenujunewnormal","dunia,beradaptasi,virus,covid,menerapkan,protokol,new,normal,pemerintah,menyusun,panduan,new,normal,diterapkan,tergantung,bersiapmenujunewnormal",positive
"live,konferensi,pers,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,perkembangan,penanganan,covid,senin,mei,via,bnpb,indonesia,elshintaedisilebaran,dengerinelshintadirumahaja","live,konferensi,pers,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,perkembangan,penanganan,covid,senin,mei,via,bnpb,indonesia,elshintaedisilebaran,dengerinelshintadirumahaja",positive
"new,normal,diputuskan,pemerintah,lakukan,kewaspadaan,penularan,covid,yuk,saudara,tetangga,teman,warga,menjalankan,protokoler,pencegahan,covid","new,normal,diputuskan,pemerintah,lakukan,kewaspadaan,penularan,covid,yuk,saudara,tetangga,teman,warga,menjalankan,protokoler,pencegahan,covid",positive
"konsep,new,normal,diterapkan,pemerintah,pandemi,covid,idnnews","konsep,new,normal,diterapkan,pemerintah,pandemi,covid,idnnews",positive
"new,normal,istilah,terhindar,covid,jagalah,kesehatan,sebisa,hindari,kerumunan,massa,berdoa,semoga,selamat,pemerintah,saran,nasehat,selebihnya,menentukan,kesehatan,kena,apes","new,normal,istilah,terhindar,covid,jagalah,kesehatan,sebisa,hindari,kerumunan,massa,berdoa,semoga,selamat,pemerintah,saran,nasehat,selebihnya,menentukan,kesehatan,kena,apes",positive
"new,normal,istilah,doang,keren,pulihkan,ekonomi,keadilan,atasi,covid,anggaran,maksimal,new,normal,herd,immunity,menutupi,ketidakbecusan,pemerintah,new,normal,pelonggaran,psbb,perubahan,budaya,tribun,video","new,normal,istilah,doang,keren,pulihkan,ekonomi,keadilan,atasi,covid,anggaran,maksimal,new,normal,herd,immunity,menutupi,ketidakbecusan,pemerintah,new,normal,pelonggaran,psbb,perubahan,budaya,tribun,video",positive
"ngejelasin,kerja,remote,eh,dijelasin,pemerintah,terima,kasih,covid","ngejelasin,kerja,remote,eh,dijelasin,pemerintah,terima,kasih,covid",negative
"haha,staf,khusus,lupa,pernyataan,pemerintah,merebak,heboh,berita,covid,santai,eh,kemuasian,depok,maksudnya,buuuuuuuuuuuuuuu","haha,staf,khusus,lupa,pernyataan,pemerintah,merebak,heboh,berita,covid,santai,eh,kemuasian,depok,maksudnya,buuuuuuuuuuuuuuu",positive
"pemerintah,menerbitkan,protokol,normal,new,normal,perkantoran,industri,menghadapi,pandemi,virus,corona,covid,diatur,keputusan,menteri,kesehatan,bersiapmenujunewnormal","pemerintah,menerbitkan,protokol,normal,new,normal,perkantoran,industri,menghadapi,pandemi,virus,corona,covid,diatur,keputusan,menteri,kesehatan,bersiapmenujunewnormal",positive
"pemerintah,keluarkan,panduan,new,normal,pencegahan,covid,kerja,taucepattanpabatas,berita,berita,news,beritanasional","pemerintah,keluarkan,panduan,new,normal,pencegahan,covid,kerja,taucepattanpabatas,berita,berita,news,beritanasional",positive
"mengerti,oknum,memprovokasi,segelintir,masyarakat,doktrin,covid,buatan,partai,komunis,indonesia,salah,pemerintah,takut,virus,takutlah,tuhan,bla,bla,bla,fuck,tujuannya,dikiranya,main,main","mengerti,oknum,memprovokasi,segelintir,masyarakat,doktrin,covid,buatan,partai,komunis,indonesia,salah,pemerintah,takut,virus,takutlah,tuhan,bla,bla,bla,fuck,tujuannya,dikiranya,main,main",negative
"pemerintah,mengeluarkan,protokol,kesehatan,aparat,keamanan,menghadapi,new,normal,pandemi,virus,corona,covid,isi,panduan,bersiapmenujunewnormal","pemerintah,mengeluarkan,protokol,kesehatan,aparat,keamanan,menghadapi,new,normal,pandemi,virus,corona,covid,isi,panduan,bersiapmenujunewnormal",positive
"kepastian,pandemi,covid,menemukan,titik,terang,pemerintah,kebijakan,new,normal,bahasa,normal,jokowi,kemenbumn,bumnlokomotifnormalbaru","kepastian,pandemi,covid,menemukan,titik,terang,pemerintah,kebijakan,new,normal,bahasa,normal,jokowi,kemenbumn,bumnlokomotifnormalbaru",positive
"eits,pemerintah,positif,covid,bertambah,pakai,acara,new,normal,baca,pahami,kebiasaan,heboh,malu,loooo,loooooo,drun,bersiapmenujunewnormal","eits,pemerintah,positif,covid,bertambah,pakai,acara,new,normal,baca,pahami,kebiasaan,heboh,malu,loooo,loooooo,drun,bersiapmenujunewnormal",positive
"pemerintah,membuka,psbb,informasi,covid,mengantisipasinya,beraktivitas,normal,protokol,kesehatan,ketat","pemerintah,membuka,psbb,informasi,covid,mengantisipasinya,beraktivitas,normal,protokol,kesehatan,ketat",positive
"dampak,covid,pemerintah,indonesia,kondisi,normal","dampak,covid,pemerintah,indonesia,kondisi,normal",positive
"disiplin,ikuti,aturan,pemerintah,ikuti,protokol,kesehatan,pencegahan,covid,indonesia,new,normal,newnormal,bersiapmenujunewnormal,cegahcovid","disiplin,ikuti,aturan,pemerintah,ikuti,protokol,kesehatan,pencegahan,covid,indonesia,new,normal,newnormal,bersiapmenujunewnormal,cegahcovid",positive
"vaksin,covid,otomatis,gaya,hidup,bersih,sehat,gerakan,gerakan,rumah,disuruh,rumah,tukang,pisang,disuruh,main,saham,pemerintah","vaksin,covid,otomatis,gaya,hidup,bersih,sehat,gerakan,gerakan,rumah,disuruh,rumah,tukang,pisang,disuruh,main,saham,pemerintah",positive
"pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,skenario,disiapkan,pedoman,pegawai,negeri,sipil,optimal,vaksin,covid,ditemukan,bersiapmenujunewnormal","pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,skenario,disiapkan,pedoman,pegawai,negeri,sipil,optimal,vaksin,covid,ditemukan,bersiapmenujunewnormal",positive
"new,normal,negara,mengendalikan,covid,tes,fasilitas,kesehatan,memadai,indonesia,memadai,bikin,skenario,new,normal,sakti,pemerintah","new,normal,negara,mengendalikan,covid,tes,fasilitas,kesehatan,memadai,indonesia,memadai,bikin,skenario,new,normal,sakti,pemerintah",positive
"pemerintah,indonesia,kondisi,normal,pandemi,covid,masyarkat,paradigma,mengantisipasi,pandemi,virus,corona,berkepanjangan,live,komisi,ix,dewan,perwakilan,rakyat,ri,dewi,ariyani","pemerintah,indonesia,kondisi,normal,pandemi,covid,masyarkat,paradigma,mengantisipasi,pandemi,virus,corona,berkepanjangan,live,komisi,ix,dewan,perwakilan,rakyat,ri,dewi,ariyani",positive
"virus,corona,diprediksi,hilang,presiden,joko,widodo,indonesia,memasuki,fase,kehidupan,pandemi,covid,fase,kehidupan,new,normal,ayo,taat,anjuran,pemerintah,bersiapmenujunewnormal","virus,corona,diprediksi,hilang,presiden,joko,widodo,indonesia,memasuki,fase,kehidupan,pandemi,covid,fase,kehidupan,new,normal,ayo,taat,anjuran,pemerintah,bersiapmenujunewnormal",positive
"kementerian,kesehatan,new,zealand,memperingatkan,munculnya,covid,negara,protektorat,inggris,pemerintah,resmi,mencabut,pemberlakuan,lockdown,negara","kementerian,kesehatan,new,zealand,memperingatkan,munculnya,covid,negara,protektorat,inggris,pemerintah,resmi,mencabut,pemberlakuan,lockdown,negara",positive
"menteri,perencanaan,pembangunan,nasional,kepala,badan,perencanaan,pembangunan,nasional,suharso,monoarfa,pemerintah,berencana,menentukan,daerah,contoh,hidup,berdampingan,virus,covid,rangka,new,normal,bersiapmenujunewnormal","menteri,perencanaan,pembangunan,nasional,kepala,badan,perencanaan,pembangunan,nasional,suharso,monoarfa,pemerintah,berencana,menentukan,daerah,contoh,hidup,berdampingan,virus,covid,rangka,new,normal,bersiapmenujunewnormal",positive
"asdp,new,normal,pemerintah,diterjemahkan,asdp,membuka,feri,merak,bakauheni,penumpang,konon,rakyat,berdamai,covid","asdp,new,normal,pemerintah,diterjemahkan,asdp,membuka,feri,merak,bakauheni,penumpang,konon,rakyat,berdamai,covid",positive
"berdamai,covid,pemerintah,terbitkan,protokol,new,normal,perkantoran,industri,idulfitrih,covid,pembaruan","berdamai,covid,pemerintah,terbitkan,protokol,new,normal,perkantoran,industri,idulfitrih,covid,pembaruan",positive
"mandala,full,house,kapasitas,puluh,ribu,rdt,alat,rapid,tes,diy,terpakai,terbayang,sepak,bola,jalan,sporter,dibilang,biadab,ngrepoti,pemerintah,penanganan,covid,kwak","mandala,full,house,kapasitas,puluh,ribu,rdt,alat,rapid,tes,diy,terpakai,terbayang,sepak,bola,jalan,sporter,dibilang,biadab,ngrepoti,pemerintah,penanganan,covid,kwak",positive
"menteri,badan,perencanaan,pembangunan,nasional,suharso,monoarfa,pemerintah,berencana,menentukan,daerah,contoh,hidup,berdampingan,virus,covid,rangka,new,normal,life,bersiapmenujunewnormal","menteri,badan,perencanaan,pembangunan,nasional,suharso,monoarfa,pemerintah,berencana,menentukan,daerah,contoh,hidup,berdampingan,virus,covid,rangka,new,normal,life,bersiapmenujunewnormal",positive
"hidup,berdampingan,corona,pemerintah,siapkan,daerah,percontohan,new,normal,covid,syarat,utama,daerah,angka,menurun,minggu,bersiapmenujunewnormal","hidup,berdampingan,corona,pemerintah,siapkan,daerah,percontohan,new,normal,covid,syarat,utama,daerah,angka,menurun,minggu,bersiapmenujunewnormal",positive
"anjaay,percaya,banget,tagar,new,normal,wkwk,covid,mangkin,meningkat,nya,pemerintah,bego,menerbitkan,rules,lingkungan,kerja,urus,covid,meningkat","anjaay,percaya,banget,tagar,new,normal,wkwk,covid,mangkin,meningkat,nya,pemerintah,bego,menerbitkan,rules,lingkungan,kerja,urus,covid,meningkat",positive
"kasih,jalan,jalan,syarat,syarat,negara,nerapin,new,normal,life,awareness,pemerintah,awareness,warganya,ekonomi,porak,poranda,covid,musibah,umat,dunia","kasih,jalan,jalan,syarat,syarat,negara,nerapin,new,normal,life,awareness,pemerintah,awareness,warganya,ekonomi,porak,poranda,covid,musibah,umat,dunia",positive
"diharapkan,masyarakat,menjalankan,perilaku,hidup,sehat,mentaati,himbauan,pemerintah,menerapkan,interaksi,fase,new,normal,life,sesuai,covid,pungkasnya,covid,gugustugascovidkukar,dinkeskukar,prokomkukar,kutaikartanegara","diharapkan,masyarakat,menjalankan,perilaku,hidup,sehat,mentaati,himbauan,pemerintah,menerapkan,interaksi,fase,new,normal,life,sesuai,covid,pungkasnya,covid,gugustugascovidkukar,dinkeskukar,prokomkukar,kutaikartanegara",positive
"pemerintah,bicara,curva,penyebaran,covid,bicara,angka,data,bicara,damai,relaksasi,rancangan,new,normal,kebijakan,herd,immunity,genosid","pemerintah,bicara,curva,penyebaran,covid,bicara,angka,data,bicara,damai,relaksasi,rancangan,new,normal,kebijakan,herd,immunity,genosid",positive
"new,normal,menghadapi,pandemi,covid,pemerintah,mengimbau,masyarakat,mudik,rumah,bepergian,kecuali,mendesak,rajin","new,normal,menghadapi,pandemi,covid,pemerintah,mengimbau,masyarakat,mudik,rumah,bepergian,kecuali,mendesak,rajin",positive
"mahasiswa,alumni,fakultas,keperawatan,universitas,pelita,harapan,mengajak,lapisan,masyarakat,melaksanakan,anjuran,pemerintah,memutus,mata,rantai,covid,full,video,youtube,channel,orang,access,link","mahasiswa,alumni,fakultas,keperawatan,universitas,pelita,harapan,mengajak,lapisan,masyarakat,melaksanakan,anjuran,pemerintah,memutus,mata,rantai,covid,full,video,youtube,channel,orang,access,link",positive
"relawan,covid,kemanusiaan,nyawa,taruhan,pemerintah,perekonomian,protokol,new,normal,diterbitkan,selamatlebarannakes,selamatlebarannakes","relawan,covid,kemanusiaan,nyawa,taruhan,pemerintah,perekonomian,protokol,new,normal,diterbitkan,selamatlebarannakes,selamatlebarannakes",positive
"pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid,bocorannya,newnormal,pandemicorona,via,detikfinance","pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid,bocorannya,newnormal,pandemicorona,via,detikfinance",positive
"cristiano,ronaldo,cnn,indonesia,kali,speak,analisa,versi,kebijakan,pemerintah,berdamai,covid,new,normal,herd,imunity,berpendapat,koreksi,ment,diskusi,seru","cristiano,ronaldo,cnn,indonesia,kali,speak,analisa,versi,kebijakan,pemerintah,berdamai,covid,new,normal,herd,imunity,berpendapat,koreksi,ment,diskusi,seru",positive
"new,normal,herd,immunity,tinggal,satunya,jalan,diambil,pemerintah,pemerintah,enggan,menyerah,menghadapi,menanggulangi,wabah,covid,alsn,menyebabkan,diterapkan,indonesia,kondisi","new,normal,herd,immunity,tinggal,satunya,jalan,diambil,pemerintah,pemerintah,enggan,menyerah,menghadapi,menanggulangi,wabah,covid,alsn,menyebabkan,diterapkan,indonesia,kondisi",positive
"pemerintah,terbitkan,protokol,new,normal,covid","pemerintah,terbitkan,protokol,new,normal,covid",positive
"terapkan,new,normal,pemerintah,evaluasi,kebijakan,kebijakan,covid,tumpang,tindih,pusat,daerah,kebijakan,jaring,pengaman,sosial,ditambah,pernyataan,pejabat,indonesia,blunder","terapkan,new,normal,pemerintah,evaluasi,kebijakan,kebijakan,covid,tumpang,tindih,pusat,daerah,kebijakan,jaring,pengaman,sosial,ditambah,pernyataan,pejabat,indonesia,blunder",positive
"efek,covid,pola,hidupnormal,insinyur,gusti,makkarodda,organisasi,kesehatan,dunia,mengumumkan,penyiapan,pemerintah,dunia,pola,hidup,normal,phnb","efek,covid,pola,hidupnormal,insinyur,gusti,makkarodda,organisasi,kesehatan,dunia,mengumumkan,penyiapan,pemerintah,dunia,pola,hidup,normal,phnb",positive
"buruh,paradigma,mengantisipasi,pandemi,covid,berkepanjangan,iraskaminsky,indonesiajanganterserah,pemerintah,kondisi,normal,paradigma","buruh,paradigma,mengantisipasi,pandemi,covid,berkepanjangan,iraskaminsky,indonesiajanganterserah,pemerintah,kondisi,normal,paradigma",positive
"case,covid,bertambah,kurva,eh,bikin,skenario,new,normal,lebaran,maafkan,pemerintah","case,covid,bertambah,kurva,eh,bikin,skenario,new,normal,lebaran,maafkan,pemerintah",positive
"mengesampingkan,teori,konspirasi,covid,beredar,pandemi,rugi,bangsat,arek,band,main,dengarkan,maksud,pemerintah,perkembangannya,info,tntang,kayaknya,gudu,nyalahno,pihak","mengesampingkan,teori,konspirasi,covid,beredar,pandemi,rugi,bangsat,arek,band,main,dengarkan,maksud,pemerintah,perkembangannya,info,tntang,kayaknya,gudu,nyalahno,pihak",positive
"pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid","pemerintah,skenario,new,normal,aparatur,sipil,negara,aparatur,sipil,negara,pegawai,negeri,sipil,pandemi,covid",positive
"persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah","persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah",positive
"paham,hard,selling,harga,dipublikasiin,orang,kaget,biaya,covid,bantuan,pemerintah","paham,hard,selling,harga,dipublikasiin,orang,kaget,biaya,covid,bantuan,pemerintah",negative
"komando,distrik,militer,karanganyar,minggu,juni,kopda,suratmanto,anggota,komando,rayon,militer,jatiyoso,mendampingi,tim,penanggulangan,covid,kecamatan,arahan,anggota,perlindungan,masyarakat,pelaksanaan,new,normal,anjuran,pemerintah,penanganan,covid","komando,distrik,militer,karanganyar,minggu,juni,kopda,suratmanto,anggota,komando,rayon,militer,jatiyoso,mendampingi,tim,penanggulangan,covid,kecamatan,arahan,anggota,perlindungan,masyarakat,pelaksanaan,new,normal,anjuran,pemerintah,penanganan,covid",positive
"lantas,definisi,new,normal,pemerintah,new,normal,tatanan,beradaptasi,covid,dimana,masyarakat,menjaga,produktivitasnya,vaksin,covid,standard,internasional,ditemukan,salah,pernyataan,pemerintah","lantas,definisi,new,normal,pemerintah,new,normal,tatanan,beradaptasi,covid,dimana,masyarakat,menjaga,produktivitasnya,vaksin,covid,standard,internasional,ditemukan,salah,pernyataan,pemerintah",positive
"pemerintah,provinsi,sumatra,barat,memutuskan,menerapkan,tatanan,normal,produktif,aman,covid,tnbpac,ranah,minang,tanggal,juni,kabupaten,kota,tersisa,daerah","pemerintah,provinsi,sumatra,barat,memutuskan,menerapkan,tatanan,normal,produktif,aman,covid,tnbpac,ranah,minang,tanggal,juni,kabupaten,kota,tersisa,daerah",positive
"protes,black,lives,matter,inggris,aksi,inggris,solidaritas,protes,pejabat,pemerintah,memperingatkan,menghadiri,pertemuan,risiko,covid","protes,black,lives,matter,inggris,aksi,inggris,solidaritas,protes,pejabat,pemerintah,memperingatkan,menghadiri,pertemuan,risiko,covid",negative
"repost,divisihumaspolri,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya","repost,divisihumaspolri,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya",positive
"pemerintah,menganjurkan,masyarakat,menerapkan,new,normal,melindungi,covid,penumpang,ojek,online,new,normal,wajib,membawa,starter,kit,via,detik","pemerintah,menganjurkan,masyarakat,menerapkan,new,normal,melindungi,covid,penumpang,ojek,online,new,normal,wajib,membawa,starter,kit,via,detik",positive
"menjaga,produktivitas,pemerintah,menyarankan,tatanan,new,normal,beradaptasi,kebiasan,kebiasaan,sehat,aman,covid,newnormal,kpulawancovid,dirumahaja,salingmengingatkan","menjaga,produktivitas,pemerintah,menyarankan,tatanan,new,normal,beradaptasi,kebiasan,kebiasaan,sehat,aman,covid,newnormal,kpulawancovid,dirumahaja,salingmengingatkan",positive
"sesuai,keputusan,gubernur,jawa,timur,pemerintah,kabupaten,malang,resmi,memperpanjang,transisi,new,normal,sepekan,berdasarkan,data,covid,malang,raya,perpanjangan,transisi","sesuai,keputusan,gubernur,jawa,timur,pemerintah,kabupaten,malang,resmi,memperpanjang,transisi,new,normal,sepekan,berdasarkan,data,covid,malang,raya,perpanjangan,transisi",positive
"persiapan,new,norma,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah,tatakehidupanbaru,bersamacegahcorona,kepolisian,daerah,bengkulu,divisihumaspolri","persiapan,new,norma,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah,tatakehidupanbaru,bersamacegahcorona,kepolisian,daerah,bengkulu,divisihumaspolri",positive
"bro,rupiah,menguat,menyusul,kebijakan,new,normal,jokowi,pemerintah,kebijakan,mencegah,covid,warganya,bandel,mal,hura,terjalinnya,kerja,covid,pergi,kasihan,dokter,perawat","bro,rupiah,menguat,menyusul,kebijakan,new,normal,jokowi,pemerintah,kebijakan,mencegah,covid,warganya,bandel,mal,hura,terjalinnya,kerja,covid,pergi,kasihan,dokter,perawat",positive
"pas,covid,maret,mengiranya,normal,pemerintah,berani,normalnya,desember,curhat,salah,teman","pas,covid,maret,mengiranya,normal,pemerintah,berani,normalnya,desember,curhat,salah,teman",positive
"tingginya,positif,korban,meninggal,dunia,akibat,infeksi,covid,indonesia,pemerintah,mengotot,memberlakukan,new,normal,tepatkah,solusi,new,normal,diterapkan,kondisi,pandemi,simak","tingginya,positif,korban,meninggal,dunia,akibat,infeksi,covid,indonesia,pemerintah,mengotot,memberlakukan,new,normal,tepatkah,solusi,new,normal,diterapkan,kondisi,pandemi,simak",positive
"tigos,nih,menyambut,new,normal,tigos,eback,tanggal,juni,prioritas,protokol,kesehatan,covid,sesuai,anjuran,pemerintah,sok,sabar","tigos,nih,menyambut,new,normal,tigos,eback,tanggal,juni,prioritas,protokol,kesehatan,covid,sesuai,anjuran,pemerintah,sok,sabar",positive
"kkn,kebencanaan,tanggap,bencana,covid,universitas,mataram,fase,fase,new,normal,sesuai,himbauan,pemerintah,perlahan,membuka,aktivitas,sosial,memperhatikan,protokol,kesehatan,terhitung","kkn,kebencanaan,tanggap,bencana,covid,universitas,mataram,fase,fase,new,normal,sesuai,himbauan,pemerintah,perlahan,membuka,aktivitas,sosial,memperhatikan,protokol,kesehatan,terhitung",positive
"nampaknya,pemerintah,serius,menerapkan,new,normal,mempertahankan,ekonomi,new,normal,diterapkan,kondisi,kurva,covid,menampakkan,mencapai,puncak,epidemiolog,peneliti,simak","nampaknya,pemerintah,serius,menerapkan,new,normal,mempertahankan,ekonomi,new,normal,diterapkan,kondisi,kurva,covid,menampakkan,mencapai,puncak,epidemiolog,peneliti,simak",positive
"hi,smbfriendssummarecon,mal,bekasi,penyesuaian,pembukaan,tenant,bertahap,protokol,adaptasi,tatanan,normal,upaya,mendukung,pemerintah,memutus,rantai,penularan,covid","hi,smbfriendssummarecon,mal,bekasi,penyesuaian,pembukaan,tenant,bertahap,protokol,adaptasi,tatanan,normal,upaya,mendukung,pemerintah,memutus,rantai,penularan,covid",positive
"kalangan,menilai,keputusan,pemerintah,menerapkan,new,normal,tatanan,normal,disambut,kalangan,investor,pemilik,modal,menganggap,new,normal,membangkitkan,ekonomi,nasional,terdampak,covid,jokowidekatdihati","kalangan,menilai,keputusan,pemerintah,menerapkan,new,normal,tatanan,normal,disambut,kalangan,investor,pemilik,modal,menganggap,new,normal,membangkitkan,ekonomi,nasional,terdampak,covid,jokowidekatdihati",positive
"reposted,polantasbali,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker","reposted,polantasbali,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker",positive
"iai,ajukan,proposal,penelitian,satuan,tugas,covid,pengurus,pusat,ikatan,apoteker,indonesia,pp,iai,koordinasi,prof,apt,keri,lestari,berhasil,mengkolaborasikan,institusi,pemerintah","iai,ajukan,proposal,penelitian,satuan,tugas,covid,pengurus,pusat,ikatan,apoteker,indonesia,pp,iai,koordinasi,prof,apt,keri,lestari,berhasil,mengkolaborasikan,institusi,pemerintah",positive
"tingginya,positif,korban,meninggal,dunia,akibat,infeksi,covid,indonesia,pemerintah,mengotot,memberlakukan,new,normal,tepatkah,solusi,new,normal,diterapkan,kondisi,pandemi,simak,jawabannya,live,muslimah,bicara","tingginya,positif,korban,meninggal,dunia,akibat,infeksi,covid,indonesia,pemerintah,mengotot,memberlakukan,new,normal,tepatkah,solusi,new,normal,diterapkan,kondisi,pandemi,simak,jawabannya,live,muslimah,bicara",positive
"orang,bosan,dirumahaja,abai,sih,corona,new,normal,covid,pemerintah,menerapkan,new,normal,menyelamatkan,sektor,ekonomi,keluyuran,please,patuhi,protokol,kesehatan","orang,bosan,dirumahaja,abai,sih,corona,new,normal,covid,pemerintah,menerapkan,new,normal,menyelamatkan,sektor,ekonomi,keluyuran,please,patuhi,protokol,kesehatan",positive
"harianhaluan,pemerintah,provinsi,sumatra,barat,memberlakukan,tatanan,normal,juni,menyusul,pembatasan,sosial,berskala,tahap,ketiga,mengendalikan,penularan,covid,juni","harianhaluan,pemerintah,provinsi,sumatra,barat,memberlakukan,tatanan,normal,juni,menyusul,pembatasan,sosial,berskala,tahap,ketiga,mengendalikan,penularan,covid,juni",positive
"reposted,divisihumaspolri,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah,polresjogja,polsekjetisjogja","reposted,divisihumaspolri,persiapan,new,normal,pemerintah,masyarakat,perlengkapan,pelindung,penyebaran,covid,salah,satunya,masker,rumah,polresjogja,polsekjetisjogja",positive
"propokator,menyebarkan,wa,grup,perwiridan,kebijakan,pemerintah,menangani,covid,menyebut,new,normal,menghancurkan,masyarakat,buka,televisi,percaya,kebodohan,pembatalan,haji","propokator,menyebarkan,wa,grup,perwiridan,kebijakan,pemerintah,menangani,covid,menyebut,new,normal,menghancurkan,masyarakat,buka,televisi,percaya,kebodohan,pembatalan,haji",positive
"terobosan,transaksi,pandemi,covid,penularan,virus,menghadapi,kehidupan,new,normal,dihitung,petunjuk,arahan,provinsi,pemerintah,pusat,pedoman,imbuh,bupati","terobosan,transaksi,pandemi,covid,penularan,virus,menghadapi,kehidupan,new,normal,dihitung,petunjuk,arahan,provinsi,pemerintah,pusat,pedoman,imbuh,bupati",positive
